synthetic_raw_id,source_case_id,label_kind,status,raw_case_dir
BraTS-MET-00656-000,BraTS-MET-00656-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00656-000
BraTS-MET-00656-001,BraTS-MET-00656-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00656-001
BraTS-MET-00657-000,BraTS-MET-00657-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00657-000
BraTS-MET-00658-000,BraTS-MET-00658-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00658-000
BraTS-MET-00658-001,BraTS-MET-00658-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00658-001
BraTS-MET-00658-002,BraTS-MET-00658-002,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00658-002
BraTS-MET-00659-000,BraTS-MET-00659-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00659-000
BraTS-MET-00660-000,BraTS-MET-00660-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00660-000
BraTS-MET-00661-000,BraTS-MET-00661-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00661-000
BraTS-MET-00663-001,BraTS-MET-00663-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00663-001
BraTS-MET-00663-002,BraTS-MET-00663-002,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00663-002
BraTS-MET-00663-003,BraTS-MET-00663-003,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00663-003
BraTS-MET-00663-004,BraTS-MET-00663-004,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00663-004
BraTS-MET-00664-000,BraTS-MET-00664-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00664-000
BraTS-MET-00664-001,BraTS-MET-00664-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00664-001
BraTS-MET-00665-000,BraTS-MET-00665-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00665-000
BraTS-MET-00666-000,BraTS-MET-00666-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00666-000
BraTS-MET-00667-000,BraTS-MET-00667-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00667-000
BraTS-MET-00668-000,BraTS-MET-00668-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00668-000
BraTS-MET-00669-000,BraTS-MET-00669-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00669-000
BraTS-MET-00670-000,BraTS-MET-00670-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00670-000
BraTS-MET-00671-000,BraTS-MET-00671-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00671-000
BraTS-MET-00672-000,BraTS-MET-00672-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00672-000
BraTS-MET-00673-000,BraTS-MET-00673-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00673-000
BraTS-MET-00674-000,BraTS-MET-00674-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00674-000
BraTS-MET-00675-000,BraTS-MET-00675-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00675-000
BraTS-MET-00676-000,BraTS-MET-00676-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00676-000
BraTS-MET-00677-000,BraTS-MET-00677-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00677-000
BraTS-MET-00678-000,BraTS-MET-00678-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00678-000
BraTS-MET-00679-000,BraTS-MET-00679-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00679-000
BraTS-MET-00680-000,BraTS-MET-00680-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00680-000
BraTS-MET-00681-000,BraTS-MET-00681-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00681-000
BraTS-MET-00682-001,BraTS-MET-00682-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00682-001
BraTS-MET-00683-000,BraTS-MET-00683-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00683-000
BraTS-MET-00684-000,BraTS-MET-00684-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00684-000
BraTS-MET-00684-001,BraTS-MET-00684-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00684-001
BraTS-MET-00686-000,BraTS-MET-00686-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00686-000
BraTS-MET-00687-000,BraTS-MET-00687-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00687-000
BraTS-MET-00688-000,BraTS-MET-00688-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00688-000
BraTS-MET-00689-000,BraTS-MET-00689-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00689-000
BraTS-MET-00689-001,BraTS-MET-00689-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00689-001
BraTS-MET-00690-000,BraTS-MET-00690-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00690-000
BraTS-MET-00691-000,BraTS-MET-00691-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00691-000
BraTS-MET-00691-001,BraTS-MET-00691-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00691-001
BraTS-MET-00692-000,BraTS-MET-00692-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00692-000
BraTS-MET-00694-001,BraTS-MET-00694-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00694-001
BraTS-MET-00694-002,BraTS-MET-00694-002,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00694-002
BraTS-MET-00695-001,BraTS-MET-00695-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00695-001
BraTS-MET-00696-000,BraTS-MET-00696-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00696-000
BraTS-MET-00697-000,BraTS-MET-00697-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00697-000
BraTS-MET-00698-000,BraTS-MET-00698-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00698-000
BraTS-MET-00700-000,BraTS-MET-00700-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00700-000
BraTS-MET-00700-001,BraTS-MET-00700-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00700-001
BraTS-MET-00700-002,BraTS-MET-00700-002,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00700-002
BraTS-MET-00701-000,BraTS-MET-00701-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00701-000
BraTS-MET-00702-000,BraTS-MET-00702-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00702-000
BraTS-MET-00702-001,BraTS-MET-00702-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00702-001
BraTS-MET-00703-001,BraTS-MET-00703-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00703-001
BraTS-MET-00704-000,BraTS-MET-00704-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00704-000
BraTS-MET-00707-000,BraTS-MET-00707-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00707-000
BraTS-MET-00708-000,BraTS-MET-00708-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00708-000
BraTS-MET-00708-001,BraTS-MET-00708-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00708-001
BraTS-MET-00709-001,BraTS-MET-00709-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00709-001
BraTS-MET-00710-000,BraTS-MET-00710-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00710-000
BraTS-MET-00711-000,BraTS-MET-00711-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00711-000
BraTS-MET-00711-001,BraTS-MET-00711-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00711-001
BraTS-MET-00712-000,BraTS-MET-00712-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00712-000
BraTS-MET-00712-001,BraTS-MET-00712-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00712-001
BraTS-MET-00713-000,BraTS-MET-00713-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00713-000
BraTS-MET-00714-000,BraTS-MET-00714-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00714-000
BraTS-MET-00714-001,BraTS-MET-00714-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00714-001
BraTS-MET-00716-000,BraTS-MET-00716-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00716-000
BraTS-MET-00717-000,BraTS-MET-00717-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00717-000
BraTS-MET-00719-000,BraTS-MET-00719-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00719-000
BraTS-MET-00721-000,BraTS-MET-00721-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00721-000
BraTS-MET-00721-001,BraTS-MET-00721-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00721-001
BraTS-MET-00722-000,BraTS-MET-00722-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00722-000
BraTS-MET-00723-000,BraTS-MET-00723-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00723-000
BraTS-MET-00723-001,BraTS-MET-00723-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00723-001
BraTS-MET-00723-002,BraTS-MET-00723-002,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00723-002
BraTS-MET-00725-000,BraTS-MET-00725-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00725-000
BraTS-MET-00726-000,BraTS-MET-00726-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00726-000
BraTS-MET-00727-000,BraTS-MET-00727-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00727-000
BraTS-MET-00728-000,BraTS-MET-00728-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00728-000
BraTS-MET-00730-000,BraTS-MET-00730-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00730-000
BraTS-MET-00730-001,BraTS-MET-00730-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00730-001
BraTS-MET-00732-000,BraTS-MET-00732-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00732-000
BraTS-MET-00732-001,BraTS-MET-00732-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00732-001
BraTS-MET-00733-000,BraTS-MET-00733-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00733-000
BraTS-MET-00734-000,BraTS-MET-00734-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00734-000
BraTS-MET-00737-000,BraTS-MET-00737-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00737-000
BraTS-MET-00738-000,BraTS-MET-00738-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00738-000
BraTS-MET-00738-001,BraTS-MET-00738-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00738-001
BraTS-MET-00739-000,BraTS-MET-00739-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00739-000
BraTS-MET-00739-001,BraTS-MET-00739-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00739-001
BraTS-MET-00740-000,BraTS-MET-00740-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00740-000
BraTS-MET-00740-001,BraTS-MET-00740-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00740-001
BraTS-MET-00740-002,BraTS-MET-00740-002,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00740-002
BraTS-MET-00741-000,BraTS-MET-00741-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00741-000
BraTS-MET-00742-000,BraTS-MET-00742-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00742-000
BraTS-MET-00743-000,BraTS-MET-00743-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00743-000
BraTS-MET-00744-000,BraTS-MET-00744-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00744-000
BraTS-MET-00745-000,BraTS-MET-00745-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00745-000
BraTS-MET-00745-001,BraTS-MET-00745-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00745-001
BraTS-MET-00746-000,BraTS-MET-00746-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00746-000
BraTS-MET-00747-000,BraTS-MET-00747-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00747-000
BraTS-MET-00747-001,BraTS-MET-00747-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00747-001
BraTS-MET-00749-002,BraTS-MET-00749-002,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00749-002
BraTS-MET-00750-000,BraTS-MET-00750-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00750-000
BraTS-MET-00751-000,BraTS-MET-00751-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00751-000
BraTS-MET-00752-000,BraTS-MET-00752-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00752-000
BraTS-MET-00753-000,BraTS-MET-00753-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00753-000
BraTS-MET-00754-000,BraTS-MET-00754-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00754-000
BraTS-MET-00755-000,BraTS-MET-00755-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00755-000
BraTS-MET-00756-000,BraTS-MET-00756-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00756-000
BraTS-MET-00756-001,BraTS-MET-00756-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00756-001
BraTS-MET-00757-000,BraTS-MET-00757-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00757-000
BraTS-MET-00758-000,BraTS-MET-00758-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00758-000
BraTS-MET-00759-000,BraTS-MET-00759-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00759-000
BraTS-MET-00760-000,BraTS-MET-00760-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00760-000
BraTS-MET-00761-000,BraTS-MET-00761-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00761-000
BraTS-MET-00761-001,BraTS-MET-00761-001,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00761-001
BraTS-MET-00761-002,BraTS-MET-00761-002,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00761-002
BraTS-MET-00761-003,BraTS-MET-00761-003,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00761-003
BraTS-MET-00762-000,BraTS-MET-00762-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00762-000
BraTS-MET-00763-000,BraTS-MET-00763-000,completion,success,/public/home/zqchen/projects/ECNU_EYU_data/work_space/G1/code/brats2025-latent-ensemble-synthesis-main-v3/data/output/run_3104668/BraTS-MET-00763-000
